"scheda","dtsi","dtsf","start","end","id","value"
26837,-1,-100,0,99,30,"I  secolo d.C."
26838,-1,-100,0,99,30,"I  secolo d.C."
26839,-1,-100,0,99,30,"I  secolo d.C."
26840,-1,-100,0,99,30,"I  secolo d.C."
26841,-1,-100,0,99,30,"I  secolo d.C."
26842,-1,-100,0,99,30,"I  secolo d.C."
26843,-1,-100,0,99,30,"I  secolo d.C."
26844,-1,-100,0,99,30,"I  secolo d.C."
26845,-1,-100,0,99,30,"I  secolo d.C."
26846,-1,-100,0,99,30,"I  secolo d.C."
26847,-1,-100,0,99,30,"I  secolo d.C."
26848,-1,-100,0,99,30,"I  secolo d.C."
26849,-1,-100,0,99,30,"I  secolo d.C."
26850,-1,-100,0,99,30,"I  secolo d.C."
26851,-1,-100,0,99,30,"I  secolo d.C."
26852,-1,-100,0,99,30,"I  secolo d.C."
26863,-25,-100,0,99,30,"I  secolo d.C."
26888,-1,-100,0,99,30,"I  secolo d.C."
26889,-1,-100,0,99,30,"I  secolo d.C."
26890,-1,-100,0,99,30,"I  secolo d.C."
26784,-1,-50,0,99,30,"I  secolo d.C."
26787,-1,-50,0,99,30,"I  secolo d.C."
26891,-1,-100,0,99,30,"I  secolo d.C."
26892,-1,-100,0,99,30,"I  secolo d.C."
26893,-1,-100,0,99,30,"I  secolo d.C."
26894,-1,-100,0,99,30,"I  secolo d.C."
26895,-1,-100,0,99,30,"I  secolo d.C."
26896,-1,-100,0,99,30,"I  secolo d.C."
26897,-1,-100,0,99,30,"I  secolo d.C."
26898,-1,-100,0,99,30,"I  secolo d.C."
26899,-1,-100,0,99,30,"I  secolo d.C."
26900,-1,-100,0,99,30,"I  secolo d.C."
26901,-1,-100,0,99,30,"I  secolo d.C."
26902,-1,-100,0,99,30,"I  secolo d.C."
26903,-1,-100,0,99,30,"I  secolo d.C."
26904,-1,-100,0,99,30,"I  secolo d.C."
26905,-1,-100,0,99,30,"I  secolo d.C."
26906,-41,-60,0,99,30,"I  secolo d.C."
26907,-41,-60,0,99,30,"I  secolo d.C."
26908,-51,-100,0,99,30,"I  secolo d.C."
26915,-1,-50,0,99,30,"I  secolo d.C."
26916,-1,-50,0,99,30,"I  secolo d.C."
26921,-15,-100,0,99,30,"I  secolo d.C."
26922,-15,-100,0,99,30,"I  secolo d.C."
26930,-51,-100,0,99,30,"I  secolo d.C."
26931,-1,-100,0,99,30,"I  secolo d.C."
26935,-41,-60,0,99,30,"I  secolo d.C."
26937,-1,-100,0,99,30,"I  secolo d.C."
26951,-1,-50,0,99,30,"I  secolo d.C."
26952,-1,-50,0,99,30,"I  secolo d.C."
26953,-1,-50,0,99,30,"I  secolo d.C."
26976,-51,-100,0,99,30,"I  secolo d.C."
26980,-1,-100,0,99,30,"I  secolo d.C."
26981,-1,-100,0,99,30,"I  secolo d.C."
26982,-1,-100,0,99,30,"I  secolo d.C."
26983,-1,-100,0,99,30,"I  secolo d.C."
26984,-1,-100,0,99,30,"I  secolo d.C."
26985,-1,-100,0,99,30,"I  secolo d.C."
26986,-1,-100,0,99,30,"I  secolo d.C."
26987,-1,-100,0,99,30,"I  secolo d.C."
26988,-1,-100,0,99,30,"I  secolo d.C."
27008,-1,-100,0,99,30,"I  secolo d.C."
27009,-1,-100,0,99,30,"I  secolo d.C."
27010,-1,-100,0,99,30,"I  secolo d.C."
27011,-1,-100,0,99,30,"I  secolo d.C."
27012,-1,-100,0,99,30,"I  secolo d.C."
27013,-1,-100,0,99,30,"I  secolo d.C."
27020,-51,-100,0,99,30,"I  secolo d.C."
27021,-51,-100,0,99,30,"I  secolo d.C."
27022,-51,-100,0,99,30,"I  secolo d.C."
27023,-51,-100,0,99,30,"I  secolo d.C."
27024,-51,-100,0,99,30,"I  secolo d.C."
27025,-51,-100,0,99,30,"I  secolo d.C."
27026,-51,-100,0,99,30,"I  secolo d.C."
27027,-76,-100,0,99,30,"I  secolo d.C."
27032,-1,-50,0,99,30,"I  secolo d.C."
27034,-41,-60,0,99,30,"I  secolo d.C."
27035,-41,-60,0,99,30,"I  secolo d.C."
27036,-41,-60,0,99,30,"I  secolo d.C."
27015,-1,-100,0,99,30,"I  secolo d.C."
27016,-1,-100,0,99,30,"I  secolo d.C."
27017,-1,-100,0,99,30,"I  secolo d.C."
27018,-1,-100,0,99,30,"I  secolo d.C."
27048,-51,-100,0,99,30,"I  secolo d.C."
27049,-51,-100,0,99,30,"I  secolo d.C."
27050,-51,-100,0,99,30,"I  secolo d.C."
27051,-51,-100,0,99,30,"I  secolo d.C."
27052,-51,-100,0,99,30,"I  secolo d.C."
27053,-51,-100,0,99,30,"I  secolo d.C."
27054,-51,-100,0,99,30,"I  secolo d.C."
27055,-51,-100,0,99,30,"I  secolo d.C."
27056,-51,-100,0,99,30,"I  secolo d.C."
27057,-51,-100,0,99,30,"I  secolo d.C."
27058,-51,-100,0,99,30,"I  secolo d.C."
27059,-1,-50,0,99,30,"I  secolo d.C."
27060,-1,-50,0,99,30,"I  secolo d.C."
27061,-1,-50,0,99,30,"I  secolo d.C."
27062,-1,-50,0,99,30,"I  secolo d.C."
27063,-1,-50,0,99,30,"I  secolo d.C."
27064,-1,-50,0,99,30,"I  secolo d.C."
27065,-1,-50,0,99,30,"I  secolo d.C."
27066,-1,-50,0,99,30,"I  secolo d.C."
27067,-1,-50,0,99,30,"I  secolo d.C."
27068,-1,-50,0,99,30,"I  secolo d.C."
27069,-1,-50,0,99,30,"I  secolo d.C."
27070,-1,-50,0,99,30,"I  secolo d.C."
27071,-1,-50,0,99,30,"I  secolo d.C."
27072,-1,-50,0,99,30,"I  secolo d.C."
27073,-1,-50,0,99,30,"I  secolo d.C."
27074,-1,-50,0,99,30,"I  secolo d.C."
27075,-1,-50,0,99,30,"I  secolo d.C."
27076,-1,-50,0,99,30,"I  secolo d.C."
27077,-1,-50,0,99,30,"I  secolo d.C."
27078,-1,-50,0,99,30,"I  secolo d.C."
27079,-1,-50,0,99,30,"I  secolo d.C."
27080,-1,-50,0,99,30,"I  secolo d.C."
27081,-1,-50,0,99,30,"I  secolo d.C."
27082,-1,-50,0,99,30,"I  secolo d.C."
27083,-1,-50,0,99,30,"I  secolo d.C."
27084,-1,-50,0,99,30,"I  secolo d.C."
27085,-1,-50,0,99,30,"I  secolo d.C."
27086,-1,-50,0,99,30,"I  secolo d.C."
27087,-1,-50,0,99,30,"I  secolo d.C."
27088,-1,-50,0,99,30,"I  secolo d.C."
27089,-1,-50,0,99,30,"I  secolo d.C."
27090,-1,-50,0,99,30,"I  secolo d.C."
27091,-1,-50,0,99,30,"I  secolo d.C."
27092,-1,-50,0,99,30,"I  secolo d.C."
27093,-1,-50,0,99,30,"I  secolo d.C."
27094,-1,-50,0,99,30,"I  secolo d.C."
27095,-1,-50,0,99,30,"I  secolo d.C."
27096,-1,-50,0,99,30,"I  secolo d.C."
27097,-1,-50,0,99,30,"I  secolo d.C."
27098,-1,-50,0,99,30,"I  secolo d.C."
27099,-1,-50,0,99,30,"I  secolo d.C."
27100,-1,-50,0,99,30,"I  secolo d.C."
27101,-1,-50,0,99,30,"I  secolo d.C."
27102,-1,-50,0,99,30,"I  secolo d.C."
27103,-1,-50,0,99,30,"I  secolo d.C."
27104,-1,-50,0,99,30,"I  secolo d.C."
27105,-1,-50,0,99,30,"I  secolo d.C."
27107,-1,-50,0,99,30,"I  secolo d.C."
27108,-1,-50,0,99,30,"I  secolo d.C."
27109,-1,-50,0,99,30,"I  secolo d.C."
27110,-1,-50,0,99,30,"I  secolo d.C."
27111,-1,-50,0,99,30,"I  secolo d.C."
27112,-1,-50,0,99,30,"I  secolo d.C."
27113,-1,-50,0,99,30,"I  secolo d.C."
27114,-1,-50,0,99,30,"I  secolo d.C."
27115,-1,-50,0,99,30,"I  secolo d.C."
27116,-1,-50,0,99,30,"I  secolo d.C."
27117,-1,-50,0,99,30,"I  secolo d.C."
27118,-1,-50,0,99,30,"I  secolo d.C."
27119,-1,-50,0,99,30,"I  secolo d.C."
27120,-1,-50,0,99,30,"I  secolo d.C."
27121,-1,-50,0,99,30,"I  secolo d.C."
27122,-1,-50,0,99,30,"I  secolo d.C."
27123,-1,-50,0,99,30,"I  secolo d.C."
27124,-1,-50,0,99,30,"I  secolo d.C."
27125,-1,-50,0,99,30,"I  secolo d.C."
27126,-1,-50,0,99,30,"I  secolo d.C."
27127,-1,-50,0,99,30,"I  secolo d.C."
27129,-51,-100,0,99,30,"I  secolo d.C."
27150,-51,-100,0,99,30,"I  secolo d.C."
27151,-51,-100,0,99,30,"I  secolo d.C."
27167,-1,-50,0,99,30,"I  secolo d.C."
27168,-1,-50,0,99,30,"I  secolo d.C."
27169,-51,-100,0,99,30,"I  secolo d.C."
27170,-51,-100,0,99,30,"I  secolo d.C."
27177,-41,-60,0,99,30,"I  secolo d.C."
27178,-1,-50,0,99,30,"I  secolo d.C."
27206,-1,-100,0,99,30,"I  secolo d.C."
27208,-76,-100,0,99,30,"I  secolo d.C."
27217,-50,-100,0,99,30,"I  secolo d.C."
27218,-51,-100,0,99,30,"I  secolo d.C."
27219,-51,-100,0,99,30,"I  secolo d.C."
27251,-1,-50,0,99,30,"I  secolo d.C."
27263,-41,-60,0,99,30,"I  secolo d.C."
27268,-51,-100,0,99,30,"I  secolo d.C."
27298,-51,-100,0,99,30,"I  secolo d.C."
27323,-40,-60,0,99,30,"I  secolo d.C."
27325,-30,-70,0,99,30,"I  secolo d.C."
27332,-40,-100,0,99,30,"I  secolo d.C."
27340,-1,-100,0,99,30,"I  secolo d.C."
27341,-1,-100,0,99,30,"I  secolo d.C."
27342,-1,-100,0,99,30,"I  secolo d.C."
27343,-1,-100,0,99,30,"I  secolo d.C."
27344,-1,-100,0,99,30,"I  secolo d.C."
27345,-1,-100,0,99,30,"I  secolo d.C."
27347,-1,-100,0,99,30,"I  secolo d.C."
27348,-1,-100,0,99,30,"I  secolo d.C."
27349,-1,-100,0,99,30,"I  secolo d.C."
27350,-1,-100,0,99,30,"I  secolo d.C."
27351,-1,-100,0,99,30,"I  secolo d.C."
27358,-1,-100,0,99,30,"I  secolo d.C."
27393,-1,-50,0,99,30,"I  secolo d.C."
27412,-1,-50,0,99,30,"I  secolo d.C."
27529,-51,-100,0,99,30,"I  secolo d.C."
27530,-1,-50,0,99,30,"I  secolo d.C."
27531,-1,-100,0,99,30,"I  secolo d.C."
27532,-1,-50,0,99,30,"I  secolo d.C."
27533,-1,-50,0,99,30,"I  secolo d.C."
27534,-1,-50,0,99,30,"I  secolo d.C."
27535,-1,-50,0,99,30,"I  secolo d.C."
27537,-1,-50,0,99,30,"I  secolo d.C."
27543,-1,-50,0,99,30,"I  secolo d.C."
27544,-1,-50,0,99,30,"I  secolo d.C."
27549,-76,-100,0,99,30,"I  secolo d.C."
27550,-1,-100,0,99,30,"I  secolo d.C."
27551,-1,-100,0,99,30,"I  secolo d.C."
27557,-1,-50,0,99,30,"I  secolo d.C."
27558,-1,-50,0,99,30,"I  secolo d.C."
27559,-1,-50,0,99,30,"I  secolo d.C."
27586,-1,-100,0,99,30,"I  secolo d.C."
27677,-51,-100,0,99,30,"I  secolo d.C."
27704,-51,-100,0,99,30,"I  secolo d.C."
27708,-1,-100,0,99,30,"I  secolo d.C."
27709,-1,-100,0,99,30,"I  secolo d.C."
27740,-41,-60,0,99,30,"I  secolo d.C."
27741,-51,-100,0,99,30,"I  secolo d.C."
27742,-51,-100,0,99,30,"I  secolo d.C."
27778,-51,-100,0,99,30,"I  secolo d.C."
27779,-51,-100,0,99,30,"I  secolo d.C."
27780,-41,-60,0,99,30,"I  secolo d.C."
27784,-51,-100,0,99,30,"I  secolo d.C."
27014,-1,-100,0,99,30,"I  secolo d.C."
27019,-1,-100,0,99,30,"I  secolo d.C."
27106,-1,-50,0,99,30,"I  secolo d.C."
26349,-41,-60,0,99,30,"I  secolo d.C."
26929,-1,-100,0,99,30,"I  secolo d.C."
27705,-51,-100,0,99,30,"I  secolo d.C."
25767,-1,-100,0,99,30,"I  secolo d.C."
25770,-1,-50,0,99,30,"I  secolo d.C."
25771,-1,-100,0,99,30,"I  secolo d.C."
25772,-41,-60,0,99,30,"I  secolo d.C."
25773,-41,-60,0,99,30,"I  secolo d.C."
25774,-41,-60,0,99,30,"I  secolo d.C."
25794,-1,-50,0,99,30,"I  secolo d.C."
25830,-1,-100,0,99,30,"I  secolo d.C."
25862,-41,-60,0,99,30,"I  secolo d.C."
25849,-1,-100,0,99,30,"I  secolo d.C."
25850,-51,-100,0,99,30,"I  secolo d.C."
25851,-51,-100,0,99,30,"I  secolo d.C."
25854,-51,-100,0,99,30,"I  secolo d.C."
25860,-1,-50,0,99,30,"I  secolo d.C."
25863,-41,-60,0,99,30,"I  secolo d.C."
25864,-51,-100,0,99,30,"I  secolo d.C."
25866,-51,-100,0,99,30,"I  secolo d.C."
25869,-1,-100,0,99,30,"I  secolo d.C."
25870,-51,-100,0,99,30,"I  secolo d.C."
25892,-1,-50,0,99,30,"I  secolo d.C."
25893,-1,-50,0,99,30,"I  secolo d.C."
26002,-1,-100,0,99,30,"I  secolo d.C."
25902,-1,-100,0,99,30,"I  secolo d.C."
25903,-1,-100,0,99,30,"I  secolo d.C."
25905,-1,-50,0,99,30,"I  secolo d.C."
25906,-1,-50,0,99,30,"I  secolo d.C."
25907,-1,-50,0,99,30,"I  secolo d.C."
25909,-1,-50,0,99,30,"I  secolo d.C."
25910,-1,-50,0,99,30,"I  secolo d.C."
25911,-1,-50,0,99,30,"I  secolo d.C."
25913,-1,-100,0,99,30,"I  secolo d.C."
26611,-1,-100,0,99,30,"I  secolo d.C."
25919,-1,-50,0,99,30,"I  secolo d.C."
25920,-1,-50,0,99,30,"I  secolo d.C."
25928,-1,-50,0,99,30,"I  secolo d.C."
25930,-1,-50,0,99,30,"I  secolo d.C."
25931,-51,-100,0,99,30,"I  secolo d.C."
25940,-41,-60,0,99,30,"I  secolo d.C."
25971,-51,-100,0,99,30,"I  secolo d.C."
25972,-51,-100,0,99,30,"I  secolo d.C."
25968,-51,-100,0,99,30,"I  secolo d.C."
25969,-51,-100,0,99,30,"I  secolo d.C."
25970,-51,-100,0,99,30,"I  secolo d.C."
25973,-51,-100,0,99,30,"I  secolo d.C."
25974,-51,-100,0,99,30,"I  secolo d.C."
25975,-51,-100,0,99,30,"I  secolo d.C."
25976,-51,-100,0,99,30,"I  secolo d.C."
25977,-51,-100,0,99,30,"I  secolo d.C."
25978,-51,-100,0,99,30,"I  secolo d.C."
25979,-51,-100,0,99,30,"I  secolo d.C."
25980,-51,-100,0,99,30,"I  secolo d.C."
25981,-51,-100,0,99,30,"I  secolo d.C."
25982,-51,-100,0,99,30,"I  secolo d.C."
25983,-1,-100,0,99,30,"I  secolo d.C."
25984,-1,-100,0,99,30,"I  secolo d.C."
25985,-1,-100,0,99,30,"I  secolo d.C."
25986,-1,-100,0,99,30,"I  secolo d.C."
26004,-1,-100,0,99,30,"I  secolo d.C."
26005,-1,-100,0,99,30,"I  secolo d.C."
26006,-1,-100,0,99,30,"I  secolo d.C."
26008,-1,-100,0,99,30,"I  secolo d.C."
26011,-50,-100,0,99,30,"I  secolo d.C."
26012,-1,-100,0,99,30,"I  secolo d.C."
26013,-1,-100,0,99,30,"I  secolo d.C."
26015,-51,-100,0,99,30,"I  secolo d.C."
26016,-51,-100,0,99,30,"I  secolo d.C."
26017,-51,-100,0,99,30,"I  secolo d.C."
26018,-51,-100,0,99,30,"I  secolo d.C."
26019,-51,-100,0,99,30,"I  secolo d.C."
26020,-51,-100,0,99,30,"I  secolo d.C."
26021,-51,-100,0,99,30,"I  secolo d.C."
26022,-51,-100,0,99,30,"I  secolo d.C."
26023,-51,-100,0,99,30,"I  secolo d.C."
26024,-51,-100,0,99,30,"I  secolo d.C."
26025,-51,-100,0,99,30,"I  secolo d.C."
26026,-51,-100,0,99,30,"I  secolo d.C."
26027,-51,-100,0,99,30,"I  secolo d.C."
26028,-51,-100,0,99,30,"I  secolo d.C."
26014,-1,-100,0,99,30,"I  secolo d.C."
26033,-1,-100,0,99,30,"I  secolo d.C."
26048,-51,-100,0,99,30,"I  secolo d.C."
26055,-51,-100,0,99,30,"I  secolo d.C."
26097,-51,-100,0,99,30,"I  secolo d.C."
26086,-51,-100,0,99,30,"I  secolo d.C."
26098,-51,-100,0,99,30,"I  secolo d.C."
26111,-51,-100,0,99,30,"I  secolo d.C."
26131,-51,-100,0,99,30,"I  secolo d.C."
26112,-1,-100,0,99,30,"I  secolo d.C."
26129,-51,-100,0,99,30,"I  secolo d.C."
26130,-51,-100,0,99,30,"I  secolo d.C."
26132,-51,-100,0,99,30,"I  secolo d.C."
26133,-51,-100,0,99,30,"I  secolo d.C."
26134,-51,-100,0,99,30,"I  secolo d.C."
26135,-1,-100,0,99,30,"I  secolo d.C."
26136,-1,-100,0,99,30,"I  secolo d.C."
26137,-1,-100,0,99,30,"I  secolo d.C."
26138,-1,-50,0,99,30,"I  secolo d.C."
26139,-1,-100,0,99,30,"I  secolo d.C."
26140,-1,-100,0,99,30,"I  secolo d.C."
26141,-1,-100,0,99,30,"I  secolo d.C."
26142,-1,-100,0,99,30,"I  secolo d.C."
26143,-1,-100,0,99,30,"I  secolo d.C."
26144,-1,-100,0,99,30,"I  secolo d.C."
26145,-1,-50,0,99,30,"I  secolo d.C."
26147,-1,-50,0,99,30,"I  secolo d.C."
26148,-1,-50,0,99,30,"I  secolo d.C."
26150,-1,-50,0,99,30,"I  secolo d.C."
26151,-1,-100,0,99,30,"I  secolo d.C."
26153,-1,-50,0,99,30,"I  secolo d.C."
26154,-51,-100,0,99,30,"I  secolo d.C."
26155,-51,-100,0,99,30,"I  secolo d.C."
26156,-51,-100,0,99,30,"I  secolo d.C."
26157,-51,-100,0,99,30,"I  secolo d.C."
26158,-51,-100,0,99,30,"I  secolo d.C."
26159,-51,-100,0,99,30,"I  secolo d.C."
26161,-51,-100,0,99,30,"I  secolo d.C."
26179,-51,-100,0,99,30,"I  secolo d.C."
26180,-51,-100,0,99,30,"I  secolo d.C."
26181,-1,-100,0,99,30,"I  secolo d.C."
26182,-1,-100,0,99,30,"I  secolo d.C."
26183,-1,-100,0,99,30,"I  secolo d.C."
26184,-1,-100,0,99,30,"I  secolo d.C."
26213,-1,-50,0,99,30,"I  secolo d.C."
26214,-1,-50,0,99,30,"I  secolo d.C."
26215,-1,-50,0,99,30,"I  secolo d.C."
26216,-1,-50,0,99,30,"I  secolo d.C."
26217,-1,-50,0,99,30,"I  secolo d.C."
26218,-1,-50,0,99,30,"I  secolo d.C."
26219,-41,-60,0,99,30,"I  secolo d.C."
26220,-41,-60,0,99,30,"I  secolo d.C."
26221,-41,-60,0,99,30,"I  secolo d.C."
26222,-41,-60,0,99,30,"I  secolo d.C."
26223,-41,-60,0,99,30,"I  secolo d.C."
26236,-51,-100,0,99,30,"I  secolo d.C."
26237,-51,-100,0,99,30,"I  secolo d.C."
26238,-1,-50,0,99,30,"I  secolo d.C."
26240,-1,-100,0,99,30,"I  secolo d.C."
26244,-51,-100,0,99,30,"I  secolo d.C."
26249,-41,-60,0,99,30,"I  secolo d.C."
26250,-41,-60,0,99,30,"I  secolo d.C."
26251,-41,-60,0,99,30,"I  secolo d.C."
26252,-41,-60,0,99,30,"I  secolo d.C."
26253,-51,-100,0,99,30,"I  secolo d.C."
26257,-51,-100,0,99,30,"I  secolo d.C."
26258,-1,-50,0,99,30,"I  secolo d.C."
26264,-1,-100,0,99,30,"I  secolo d.C."
26265,-1,-100,0,99,30,"I  secolo d.C."
26266,-1,-100,0,99,30,"I  secolo d.C."
26267,-1,-100,0,99,30,"I  secolo d.C."
26268,-51,-100,0,99,30,"I  secolo d.C."
26279,-51,-100,0,99,30,"I  secolo d.C."
26280,-51,-100,0,99,30,"I  secolo d.C."
26282,-1,-50,0,99,30,"I  secolo d.C."
26283,-1,-50,0,99,30,"I  secolo d.C."
26289,-41,-60,0,99,30,"I  secolo d.C."
26290,-1,-100,0,99,30,"I  secolo d.C."
26293,-51,-100,0,99,30,"I  secolo d.C."
26295,-41,-60,0,99,30,"I  secolo d.C."
26297,-1,-100,0,99,30,"I  secolo d.C."
26303,-51,-100,0,99,30,"I  secolo d.C."
26310,-1,-50,0,99,30,"I  secolo d.C."
26311,-1,-50,0,99,30,"I  secolo d.C."
26315,-41,-60,0,99,30,"I  secolo d.C."
26316,-1,-50,0,99,30,"I  secolo d.C."
26323,-51,-100,0,99,30,"I  secolo d.C."
26324,-1,-50,0,99,30,"I  secolo d.C."
26325,-1,-50,0,99,30,"I  secolo d.C."
26334,-1,-50,0,99,30,"I  secolo d.C."
26335,-1,-50,0,99,30,"I  secolo d.C."
26339,-1,-50,0,99,30,"I  secolo d.C."
26340,-1,-50,0,99,30,"I  secolo d.C."
26341,-1,-50,0,99,30,"I  secolo d.C."
26344,-1,-50,0,99,30,"I  secolo d.C."
26345,-1,-50,0,99,30,"I  secolo d.C."
26346,-41,-60,0,99,30,"I  secolo d.C."
26347,-41,-60,0,99,30,"I  secolo d.C."
26348,-41,-60,0,99,30,"I  secolo d.C."
26350,-41,-60,0,99,30,"I  secolo d.C."
26351,-41,-60,0,99,30,"I  secolo d.C."
26352,-41,-60,0,99,30,"I  secolo d.C."
26353,-41,-60,0,99,30,"I  secolo d.C."
26354,-41,-60,0,99,30,"I  secolo d.C."
26610,-1,-100,0,99,30,"I  secolo d.C."
26377,-51,-100,0,99,30,"I  secolo d.C."
26384,-41,-60,0,99,30,"I  secolo d.C."
26402,-51,-100,0,99,30,"I  secolo d.C."
26404,-1,-100,0,99,30,"I  secolo d.C."
26440,-1,-100,0,99,30,"I  secolo d.C."
26441,-1,-100,0,99,30,"I  secolo d.C."
26442,-1,-100,0,99,30,"I  secolo d.C."
26447,-1,-50,0,99,30,"I  secolo d.C."
26448,-51,-100,0,99,30,"I  secolo d.C."
26449,-1,-100,0,99,30,"I  secolo d.C."
26450,-41,-60,0,99,30,"I  secolo d.C."
26453,-41,-60,0,99,30,"I  secolo d.C."
26454,-41,-60,0,99,30,"I  secolo d.C."
26455,-41,-60,0,99,30,"I  secolo d.C."
26456,-1,-100,0,99,30,"I  secolo d.C."
26463,-1,-100,0,99,30,"I  secolo d.C."
26467,-1,-100,0,99,30,"I  secolo d.C."
26468,-51,-100,0,99,30,"I  secolo d.C."
26469,-1,-100,0,99,30,"I  secolo d.C."
26470,-1,-50,0,99,30,"I  secolo d.C."
26471,-50,-100,0,99,30,"I  secolo d.C."
26472,-51,-100,0,99,30,"I  secolo d.C."
26473,-1,-100,0,99,30,"I  secolo d.C."
26474,-1,-50,0,99,30,"I  secolo d.C."
26475,-1,-50,0,99,30,"I  secolo d.C."
26476,-41,-60,0,99,30,"I  secolo d.C."
26477,-41,-60,0,99,30,"I  secolo d.C."
26478,-76,-100,0,99,30,"I  secolo d.C."
26479,-50,-100,0,99,30,"I  secolo d.C."
26480,-51,-100,0,99,30,"I  secolo d.C."
26508,-1,-100,0,99,30,"I  secolo d.C."
26509,-51,-100,0,99,30,"I  secolo d.C."
26510,-51,-100,0,99,30,"I  secolo d.C."
26517,-51,-100,0,99,30,"I  secolo d.C."
26518,-51,-100,0,99,30,"I  secolo d.C."
26519,-1,-100,0,99,30,"I  secolo d.C."
26535,-1,-100,0,99,30,"I  secolo d.C."
26536,-1,-100,0,99,30,"I  secolo d.C."
26537,-1,-100,0,99,30,"I  secolo d.C."
26538,-1,-100,0,99,30,"I  secolo d.C."
26562,-50,-100,0,99,30,"I  secolo d.C."
26563,-50,-100,0,99,30,"I  secolo d.C."
26564,-50,-100,0,99,30,"I  secolo d.C."
26565,-50,-100,0,99,30,"I  secolo d.C."
26566,-50,-100,0,99,30,"I  secolo d.C."
26567,-50,-100,0,99,30,"I  secolo d.C."
26568,-50,-100,0,99,30,"I  secolo d.C."
26569,-50,-100,0,99,30,"I  secolo d.C."
26394,-51,-100,0,99,30,"I  secolo d.C."
32318,100,100,0,99,30,"I  secolo d.C."
34480,101,102,0,99,30,"I  secolo d.C."
23303,275,275,100,199,31,"II secolo d.C."
31805,241,243,100,199,31,"II secolo d.C."
23524,275,275,100,199,31,"II secolo d.C."
27888,-300,-200,200,299,32,"III  secolo d.C."
28002,-300,-200,200,299,32,"III  secolo d.C."
21706,500,480,400,499,34,"V  secolo d.C."
21704,500,480,400,499,34,"V  secolo d.C."
21570,540,510,400,499,34,"V  secolo d.C."
21103,480,430,500,599,35,"VI  secolo d.C."
5032,337,350,500,599,35,"VI  secolo d.C."
24935,1280,1287,1100,1199,41,"XII  secolo d.C."
24376,1301,1304,1500,1599,45,"XVI  secolo d.C."
34102,1598,1621,1600,1699,46,"XVII  secolo d.C."
33967,1598,1621,1600,1699,46,"XVII  secolo d.C."
34867,1598,1621,1600,1699,46,"XVII  secolo d.C."
34709,1598,1621,1600,1699,46,"XVII  secolo d.C."
